,igsn,traintext,iSampleMaterial
3724,ODP010A5V,"ODP | Core 108-664C-7H | Core | collection: Coring. H: The APC is a hydraullically actuated piston corer designed to recover undisturbed core samples from soft sediments.  It is designed to be delivered through the drill string to the sediment to be cored whether at the sea floor or hundreds of meters below it | ODP Leg 108 | platform: Ship, Joides Resolution",12
1264,NEON013XS,NEO | UNDE.20180515.R4103.E [ 305962 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Small mammal ear punch sample remaining after DNA extraction for barcoding; stored at -80 degrees Celsius | Zapus hudsonius Zimmermann,7
4867,ODP0142GK,"ODP | Section Half 40-361*-1R-5-W | Core Section Half | DSDP Leg 40 | platform: Ship, Glomar Challenger",11
12498,ODP01YN9C,"ODP | Sample 119-738B-13H-2 (48-50 cm.) | Individual Sample | Janus sample_id: 284777 | ODP Leg 119 | platform: Ship, Joides Resolution",11
7255,ODP026XTC,"ODP | Sample 143-865B-11H-4 (5-7 cm.) | Individual Sample | Janus sample_id: 10000606 | ODP Leg 143 | platform: Ship, Joides Resolution",11
14717,ODP022SIB,"ODP | Sample 130-806B-2H-6 (67-68 cm.) | Individual Sample | Janus sample_id: 605012 | ODP Leg 130 | platform: Ship, Joides Resolution",11
9839,ODP02K7YK,"ODP | Sample 168-1024B-18X-3 (77-79 cm.) | Individual Sample | Janus sample_id: 1212961 | ODP Leg 168 | platform: Ship, Joides Resolution",11
13700,IEFRA0876,IEFRA | MD96-2048-Tr14T | Core Section Half | 1.5 | sea | Indian Ocean | MD104 MOZAPHARE,12
4374,NEON01IX3,NEO | TEAK.20190827.O001H320190827.V [ 406806 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Voucher small mammal specimen | Sorex palustris Richardson_ 1828,7
4087,NEON03LR4,NEO | NEON.BET.D13.001790 [ 803194 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Individual Carabid identified and pinned | Amara quenseli (SchÃ¶nherr_ 1806),7
15678,IEDAI0414,IEDAI | DZHI1/31 | | depth 1035-1045 CMBS | Paleoenvironmental reconstruction,11
19815,BSU00013K,CH-08-07->600 | | Aron's Canyon | ash,11
1897,NEON03F8E,NEO | KONA.20201019.R5399.H [ 797559 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Hair sample collected from a small mammal for potential isotopic analyses | Peromyscus maniculatus (Wagner_ 1845),7
12325,ODP02P3P5,"ODP | Sample 177-1090B-30X-5 (120-123 cm.) | Individual Sample | Janus sample_id: 28237 | ODP Leg 177 | platform: Ship, Joides Resolution",11
7416,MGD0005LV,MGD | nbp1001081_10 | | geologicage: Not Applicable | IceShelf | Antarctica:LarsenIceShelf | NBP1001 | platform: Ship_ Nathaniel B. Palmer,3
17588,NHB0062Z1,NHB | NMNH 114460 (PET) | | Rock>Sedimentary  |  Auriferous gravel,12
12584,ODP015XVY,"ODP | SubSection 63-468B-7R-2-1C (0-0 cm.) | Core Sub-Piece | Core | DSDP Leg 63 | platform: Ship, Glomar Challenger",11
15573,ODP02IFW2,"ODP | Sample 166-1006A-67X-3 (105-110 cm.) | Individual Sample | Janus sample_id: 1160124 | ODP Leg 166 | platform: Ship, Joides Resolution",11
2529,ODP019DAP,"ODP | SubSection 104-643A-15H-6-1C (0-150 cm.) | Core Sub-Piece | Core | ODP Leg 104 | platform: Ship, Joides Resolution",11
18852,ODP02KTI2,"ODP | Sample 170-1039C-3R-2 (20-25 cm.) | Individual Sample | Janus sample_id: 1226175 | ODP Leg 170 | platform: Ship, Joides Resolution",11
8104,NHB004LDK,NHB | NMNH 88211-314 (PET) | | Rock>Igneous  |  1 Mi Sse Of Peak 9814 Ft High; Philipsburg Quad_ Sw Part Of | Diorite with hornblende,10
6922,NHB006DLJ,NMNH 116066-392 (PET) | | Rock>Igneous | Volcano | Arenal  |  just NW of Sangregado dam | Lapilli (tephra) | Costa Rican Volcanic Explosion Project,11
8907,NHB00724R,NHB | NMNH 117367-77 (PET) | | Rock>Igneous | Ocean | Pacific Ocean | East Pacific Rise | Glassy basalt | platform: Ship_ Gilliss,10
660,IECJCK198,IECJC | NM_G2452-MC_Pit5-100.8cm | | collection: Prenart . Prenart Super Quartz suction cups soil water sampler. | 10 | mL | Soil solution | Resurgent dome | Valles Caldera | La Jara Creek Catchment | 2013 Burned ZOB (formerly as Mixed Conifer) Pedon 5 | Catalina-Jemez Critical Zone Observatory (CZO),3
11524,ODP01WDEO,"ODP | Sample 114-702B-15X-4 (84-86 cm.) | Individual Sample | Janus sample_id: 547209 | ODP Leg 114 | platform: Ship, Joides Resolution",11
8744,IEBEG1JDE,IEBEG | R47547 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 0-400 Ft. | Oil or gas exploration,6
1118,URI0000D0,URI | 15TGEC001-3 | Specimen | | Rock>Igneous>Volcanic | 7cm med ash scattered fine lapilli | Volcano | Tanaga | 20+ feet of section taken at knob of land NE of Tanaga volcano_ by coast_ ~1mi W of Falls Pt | Tephra Fall | NSF GeoPRISMS Shared Platform 2015 Leg 3,11
1287,GSA0001DR,GSA | 1053201600000 | Hole | converted by GSA from NAD27 to WGS84 using IHS Petra software (2012); original elevations/measurements in FEET and converted to meters | Wildcat | oil and gas exploration,14
18627,NHB006MKV,NMNH 116564-43 (PET) | | Mineral>Sphalerite  |  Sphalerite,5
18621,NHB005G7G,NMNH 110892-35D (PET) | Individual Sample  |  Unidentified,4
7358,DSR000O4L,DSR | EW93-03-37JPC_861cm | Core Piece | 20 | cc | depth 861-862 cm | marine temerature_ circulation and grain size of the last glaciation,12
2316,MBA000079,MBA | S0193-R1 | Grab | Rock>Hydrothermal>Carbonate | from Matterhorn | mid-ocean ridge | South Pescadero Basin Auka | authigenic carbonate | FK181031 | platform: Ship_ R/V Falkor | launch: SuBastian_ 2 | 193 | Mineralogy,10
1417,GSA0007KS,GSA | 1125219980000 | Hole | Converted from NAD27 to WGS84 using ArcMap10 by AZGS:ERP 2012.  ; original elevations/measurements in FEET and converted to meters | Holt | oil and gas exploration,14
9785,ODP01U1GI,"ODP | Sample 108-668B-2H-7 (23-25 cm.) | Individual Sample | Janus sample_id: 20026129 | ODP Leg 108 | platform: Ship, Joides Resolution",11
7,IEDUT101M,SY-68c | Mechanical Fraction | | collection: Manual. Sampled from parent with hand-drill. | 0.2 | mg | Biology>Macrobiology>Coral | Fossil coral material cut from SY-68 for U-Th dating. See also metadata for: SY-68. | Reference: Dutton_ A._ Webster_ J.M._ Zwartz_ D._ Lambeck_ K._ and Wohlfarth_ B._ 2015_ Tropical tales of polar ice: evidence of Last Interglacial polar ice sheet retreat recorded by fossil reefs of the granitic Seychelles islands: Quaternary Science Reviews_ v. 107_ p. 182-196. | Reef | Site 19A. Elevation is height from top of coral to mean low water springs_ +/- 0.2 m. Coordinates estimated from Google Earth. | Curiesuse Island | North end of old turtle pond wall | Favites | Dutton Seychelles 2009,1
10979,DSR0006RV,DSR | LIS1303157GS | Grab | medium grained sandy mud. Cm scale shells | LIS1303 | platform: Ship_ RV Seawolf,1
994,NEON038NU,NEO | YELL.2.70.LIVE.<=2MM [ 478899 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Roots originating from a particular depth increment and sorted by size and live/dead status and sent to an archive facility | Belowground Plant Biomass,7
17480,ODP02A3ZS,"ODP | Sample 151-909C-81R-3 (69-74 cm.) | Individual Sample | Pellets to GBR;  Janus sample_id: 918183 | ODP Leg 151 | platform: Ship, Joides Resolution",11
4292,NEON02DAF,NEO | NEON.BET.D09.002505 [ 665008 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Individual Carabid identified and pinned | Cymindis neglecta Haldeman_ 1843,7
13717,NHB005VTV,NHB | NMNH 113552-1336 (PET) | | Mining District | Marquette Iron Range  |  Unidentified,4
9282,ODP02GL42,"ODP | Sample 164-991A-5H-1 (25-27 cm.) | Individual Sample | Janus sample_id: 230853 | ODP Leg 164 | platform: Ship, Joides Resolution",11
2409,NEON01BTT,NEO | SOAP.20191001.R2828.F [ 410536 ] | Biology>Macrobiology | Peromyscus boylii (Baird_ 1855) | Specimen | | collection: Manual. PreservedSpecimen | Fecal sample collected from a small mammal for physiological analyses,7
296,IEDUT101U,IEDUT | JAM60_LA | Slab | | collection: Manual. Hand-held drill | Biology>Macrobiology>Coral | Thick-section of parent hand sample | geologicage: Quaternary: MIS 5.5 Falmouth Formation | Reef | Limestone Falmouth Formation | Treasure Beach | East of Buccaneer Villa property | Coralline algae; Acropora palmata | UF Jamaica 2015 Fieldwork | Paleosea-level,1
1864,NEON03FG4,NEO | KONZ.20200617.L4571.H [ 797837 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Hair sample collected from a small mammal for potential isotopic analyses | Peromyscus leucopus (Rafinesque_ 1818),7
14678,NHB00775S,NMNH 117593-519 (PET) | | Rock>Igneous | Volcano | VolcÃ¡n de Colima | Ash (tephra),11
10494,NHB003818,NHB | NMNH R1500-00 (MIN) | Mineral>Quartz | Quartz with schorl | Individual Sample  |  Little Pipestone District,5
11249,ODP02NHQV,"ODP | Sample 175-1083A-2H-2 (127-128 cm.) | Individual Sample | Janus sample_id: 54059 | ODP Leg 175 | platform: Ship, Joides Resolution",11
13765,ODP01C3XI,"ODP | SubSection 124-767B-57X-4-1C (0-81 cm.) | Core Sub-Piece | Core | ODP Leg 124 | platform: Ship, Joides Resolution",11
10301,ODP02LLKU,"ODP | Sample 172-1054A-8H-4 (75-77 cm.) | Individual Sample | Janus sample_id: 37374 | ODP Leg 172 | platform: Ship, Joides Resolution",11
1145,IER1800HB,IER18 | 146-ER18-LT | | Vegetation litter samples non-woody | Mountain | Bradley | Meadow_ organic material: plant litter [ENVO:01000628] | Watershed Function SFA | Integrating airborne remote sensing and field campaigns for ecology and Earth system science.,7
5789,IEBEG0V82,IEBEG | R53954 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well_ API number 421573191300. | depth 9800-16000 Ft. | Oil or gas exploration,10
18953,PRR017653,PRR-17653 | | Rock>Sedimentary | Wiens Peak | Sandstone,10
15857,HRV000QM6,HRV | 86978 | | Mineral>Biotite | Mineral Group: Mica; Variety: rubellan;   ,5
11917,HRV000BG4,HRV | 84902 | | Mineral>Aegirine | Mineral Group: Pyroxene; Variety: schefferite;    | Sterling Mine,5
10952,NHB001LYM,NMNH 162966-00 (MIN) | | Mineral>Chalcocite | Mine | Fairfax Quarry  |  Centreville | Chalcocite with bornite,5
10223,ODP01V1J9,"ODP | Sample 113-693A-5R-6 (25-27 cm.) | Individual Sample | Janus sample_id: 538437 | ODP Leg 113 | platform: Ship, Joides Resolution",11
10534,ODP02M64A,"ODP | Sample 172-1060B-1H-3 (111-112 cm.) | Individual Sample | glass vials;  Janus sample_id: 20007606 | ODP Leg 172 | platform: Ship, Joides Resolution",12
3612,NEON01ODP,NEO | MOAB_047-M-30-19.5-20180606-GA4 [ 291122 ] | Biology>Macrobiology | Specimen | | collection: Manual. PreservedSpecimen | Interchangeable soil subsample 4 for microbial sequencing analyses,13
15574,ODP01QJPL,"ODP | Sample 29-278*-30R-1 (120-121 cm.) | Individual Sample | nothing from 0-58, disturbed top until 120cm;  Janus sample_id: 10022039 | DSDP Leg 29 | platform: Ship, Glomar Challenger",12
11368,ODP01YFFX,"ODP | Sample 119-742A-19R-4 (17-19 cm.) | Individual Sample | Janus sample_id: 282828 | ODP Leg 119 | platform: Ship, Joides Resolution",11
17732,NHB005VWM,NHB | NMNH 113552-1435 (PET) | Individual Sample  |  Unidentified,4
12849,IERVTL1IR,IERVT | 764 | | depth 30-30 cm | floodplain_ aquifer | SLAC-SFA | 2019 inundation tracer tests,2
19876,HRV0037P7,HRV | 112345 | | Mineral>Gold |   ,5
13231,NHB001LYR,NMNH 162971-00 (MIN) | | Mineral>Prehnite | Mine | Fairfax Quarry  |  Centreville | Prehnite,5
11527,ODP01ZOW4,"ODP | Sample 121-756B-10H-2 (50-52 cm.) | Individual Sample | Janus sample_id: 310349 | IODP Leg 121 | platform: Ship, Joides Resolution",11
8381,IEBEG1CR2,IEBEG | R47579 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 100-600 Ft. | Oil or gas exploration,10
9495,ODP01SNIP,"ODP | Sample 105-647A-21R-3 (82-84 cm.) | Individual Sample | Janus sample_id: 522783 | ODP Leg 105 | platform: Ship, Joides Resolution",11
477,SSH000203,SSH | CATO 1787 1w Dry 1 Ground | Biology>Macrobiology | Carya tormentosa | Other | collection: Manual. Hand sampled after tree climbing | Green Leaf Samples (Ground) | Pennsylvania State Plane Coordinate System South_ 147854.73  586810.7 | Watershed | Shale Hills Catchment | Susquehanna Shale Hills Critical Zone Observatory (CZO),7
18463,HRV003BQ9,HRV | 111980 | | Mineral>Spinel | Mineral Group: Spinel;   ,5
16442,ODP02OPAJ,"ODP | Sample 177-1094A-1H-2 (133-134 cm.) | Individual Sample | Janus sample_id: 180756 | ODP Leg 177 | platform: Ship, Joides Resolution",11
4190,NEON01JAA,NEO | BLAN_038-M-1-18-20180703-GA5 [ 248591 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Interchangeable soil subsample 5 for microbial sequencing analyses,13
18162,NHB001M54,NHB | NMNH 163199-00 (MIN) | | Mineral>Atheneite  |  Atheneite,5
12049,IEBEG0VW9,R38886 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 5800-7180 Ft.,10
13464,ODP017EOA,"ODP | SubSection 79-545*-69R-4-1C (0-0 cm.) | Core Sub-Piece | Core | DSDP Leg 79 | platform: Ship, Glomar Challenger",11
10194,NHB001YF6,NHB | NMNH B6065-00 (MIN) | Mineral>Anatase | Anatase with quartz | Individual Sample  |  Lercheltini Alp; Binnental,5
15359,ODP0240IC,"ODP | Sample 133-820A-7H-3 (125-127 cm.) | Individual Sample | Janus sample_id: 452660 | ODP Leg 133 | platform: Ship, Joides Resolution",11
17246,ODP02RDX4,"ODP | Sample 182-1127B-2H-2 (145-150 cm.) | Individual Sample | Janus sample_id: 146771 | ODP Leg 182 | platform: Ship, Joides Resolution",11
658,IECJCJ409,IECJC | NM_G1632-MC_Pit1-72.8cm | | collection: Prenart . Prenart Super Quartz suction cups soil water sampler. | 0.5 | mL | Soil solution | Resurgent dome | Valles Caldera | La Jara Creek Catchment | 2013 Burned ZOB (formerly as Mixed Conifer) Pedon 1 | Catalina-Jemez Critical Zone Observatory (CZO),3
2723,NEON007KK,NEO | STER_027.20140916.HARREV.01 [ 267863 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Subsample of Carabid adults collected and sent to archive facility | HARREV Casey_ 1924,7
1793,IEFRA01LR,IEFRA | MD04-2802CQ | Core | 4.46 | sea | Mer  d'Alboran | PRIVILEGE,11
10342,IERVTNTFN,IERVT | 82 | | unfiltered | depth 215.98-225.98 cm | floodplain_ aquifer | SLAC-SFA | 2019 inundation tracer tests,3
5430,IEKN223SQ162,IEKN2 | KN223_S11_LC1_S06_5_10_IWSQ | Liquid | | collection: Long Piston Core. Sqeezer extracted sediment porewater | depth 5-10 cm bct |  Abyssal Hill Province | KN223,3
18441,NHB004H76,NMNH 86857 (PET) | | Rock>Ore  |  Nickel ore with cobalt ore,10
493,EOI000058,EOI | J825-HFS-03 | | Inc #3.  Valve position 17. Closed 1722. Tmax=40.4C Tavg=40.4C Vol=850ml T2=22C.  (1810-1815 closed valves) | volcano | Axial Seamount | Mkr-33 Vent: Small tubeworm bush with (skinny stalks and red plumes0 good flow and some white floc coming out of flow.  Same site as J2-822. | TN327 | launch: Jason II_ 2,3
4253,NEON00158,NEO | MOS.D04.000158 [ 264412 ] | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | List of individual mosquitoes preserved as vouchers | Psorophora johnstonii (Grabham_ 1905),7
14756,HRV001PA3,HRV | 112665 | | Mineral>Glaucophane | Mineral Group: Amphibole;    | Hearst Ranch,5
1463,NEON00OVN,NEO | KONA_007.20170913.IB.01 [ 270111 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Subsample of adult non-Carabid or larval invertebrates collected as bycatch and sent to archive facility | Invertebrate Bycatch,7
10359,ODP01TVQ1,"ODP | Sample 108-662B-4H-3 (49-51 cm.) | Individual Sample | Janus sample_id: 114710 | ODP Leg 108 | platform: Ship, Joides Resolution",11
14602,NHB0059KU,NHB | NMNH 108574-298 (PET) | | Mine | Lobaugh mine  |  Stewart Hill | Unidentified,4
4008,ODP01GGDO,"ODP | Section Half 155-937B-6H-1-A | Core Section Half | ODP Leg 155 | platform: Ship, Joides Resolution",11
2287,NEON015C9,NEO | NOGP.20190710.R5345.E [ 403207 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Ear punch sample collected from a small mammal for DNA barcoding | Peromyscus leucopus (Rafinesque_ 1818),7
18979,ODP02LC6B,"ODP | Sample 171-1052B-11H-2 (113-116 cm.) | Individual Sample | Janus sample_id: 1285555 | ODP Leg 171 | platform: Ship, Joides Resolution",11
18052,NHB000AJG,NHB | NMNH 94279-01 (MIN) | | Mineral>Vanadinite  |  Vanadinite,5
9157,IEBEG0Y7H,IEBEG | R25933 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 0-0 Ft. | Oil or gas exploration,6
444,NHB005XXD,NHB | NMNH 113602-847 (PET) | | Marquette Iron Range | Eyeballed the bounding box for the Marquette Iron Rangefrom a map titled 'The Iron Ranges of the Lake Superior Region' (https://en.wikipedia.org/wiki/Marquette_Iron_Range). Mindat gives similar coordinates for this locality (https://www.mindat.org/loc-125421.html). | Unidentified,4
8630,IEBEG1EC3,IEBEG | V18791 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 0-8200 Ft. | Oil or gas exploration,6
672,IECJCJ923,IECJC | NM_G2173-MC_Pit2-29.2cm | | collection: Prenart . Prenart Super Quartz suction cups soil water sampler. | 10 | mL | Soil solution | Resurgent dome | Valles Caldera | La Jara Creek Catchment | 2013 Burned ZOB (formerly as Mixed Conifer) Pedon 2 | Catalina-Jemez Critical Zone Observatory (CZO),3
13637,NHB002PN3,NHB | NMNH G11376-271 (MIN) | Mineral>Quartz | Chalcedony (var. agate) | | Island | Java ,5
9651,ODP01TQDU,"ODP | Sample 108-658B-2H-1 (104-106 cm.) | Individual Sample | Janus sample_id: 10001367 | ODP Leg 108 | platform: Ship, Joides Resolution",11
19260,ODP02MPTQ,"ODP | Sample 173-1070A-6R-1 (64-66 cm.) | Individual Sample | BROWN CLAY;  Janus sample_id: 58394 | ODP Leg 173 | platform: Ship, Joides Resolution",12
5740,NEON03FPW,NEO | GUAN_007-M-8.5-27.5-20170718-BA [ 796761 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Soil subsample for archive | Soil,13
1494,NEON00M9F,NEO | MOAB_003.20150917.IB.01 [ 259355 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Subsample of adult non-Carabid or larval invertebrates collected as bycatch and sent to archive facility | Invertebrate Bycatch,7
15687,IEFRA06D7,IEFRA | CAD-KS06-Tr01A | Core Section Half | sea | Golfe de Cadix | CADISAR 1,12
5261,IEASH01O5,IEASH | 2079-P | | Species (sci): Mixed -see Species comments; Species comments: Scyphozoa spp._ Euphausiid | Sample part: Whole | depth 0-0 m | Ash sample | Biogeochemistry,7
19242,IEDAI049N,IEDAI | MRB/S2 | | Paleoenvironmental reconstruciton,11
3751,NEON0242O,NEO | YELL_012-M-30-39.5-20190930-GA1 [ 471132 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Interchangeable soil subsample 1 for microbial sequencing analyses,13
17864,NHB006VJG,NHB | NMNH 117230-228 (PET) | | Rock>Igneous  |  W fork | Basalt,10
756,NHB007NMW,NMNH 118210-14 (PET) | | Rock>Igneous | Volcano | Gareloi | NW coast near BB29. Gorgeous site with gully base of carved lava flow | NW coast near BB29. Gorgeous site with gully base of carved lava flow | Lapilli (tephra) | GeoPRISMS Western Aleutians 2015 | platform: Ship_ Maritime Maid,11
